transaction_id,transaction_date,transaction_time,store_code,store_name,city,state,country,item_name,category,subcategory,size,quantity,unit_price,line_total,customer_name,loyalty_tier
10282,2024-04-02,12:45,ST008,West End,Brisbane,QLD,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10282,2024-04-02,12:45,ST008,West End,Brisbane,QLD,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10283,2024-04-02,08:30,ST012,Norwood,Adelaide,SA,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Zoe Allen,Gold
10283,2024-04-02,08:30,ST012,Norwood,Adelaide,SA,Australia,Latte Large,Coffee,Milk Coffee,large,2,5.5,11.0,Zoe Allen,Gold
10283,2024-04-02,08:30,ST012,Norwood,Adelaide,SA,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Zoe Allen,Gold
10284,2024-04-03,08:30,ST006,Bondi,Sydney,NSW,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10285,2024-04-03,07:45,ST003,Fitzroy,Melbourne,VIC,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Harper Thompson,Bronze
10286,2024-04-04,15:00,ST011,Glenelg,Adelaide,SA,Australia,Latte,Coffee,Milk Coffee,regular,2,4.8,9.6,,
10286,2024-04-04,15:00,ST011,Glenelg,Adelaide,SA,Australia,Earl Grey,Tea,Black Tea,regular,2,4.0,8.0,,
10287,2024-04-04,09:45,ST008,West End,Brisbane,QLD,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10287,2024-04-04,09:45,ST008,West End,Brisbane,QLD,Australia,Matcha Latte,Tea,Specialty Tea,regular,1,5.8,5.8,,
10288,2024-04-04,08:45,ST002,Southbank,Melbourne,VIC,Australia,Banana Bread,Pastry,Bread,slice,1,5.0,5.0,,
10289,2024-04-05,09:30,ST003,Fitzroy,Melbourne,VIC,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Lily King,Silver
10289,2024-04-05,09:30,ST003,Fitzroy,Melbourne,VIC,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,Lily King,Silver
10290,2024-04-05,07:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Henry Garcia,Gold
10290,2024-04-05,07:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,Henry Garcia,Gold
10291,2024-04-05,08:15,ST005,Surry Hills,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10292,2024-04-06,15:00,ST007,Queen St Mall,Brisbane,QLD,Australia,English Breakfast,Tea,Black Tea,regular,1,4.0,4.0,,
10293,2024-04-06,08:45,ST003,Fitzroy,Melbourne,VIC,Australia,Earl Grey,Tea,Black Tea,regular,1,4.0,4.0,,
10293,2024-04-06,08:45,ST003,Fitzroy,Melbourne,VIC,Australia,Flat White,Coffee,Milk Coffee,regular,2,4.8,9.6,,
10294,2024-04-06,08:15,ST002,Southbank,Melbourne,VIC,Australia,Chocolate Cookie,Pastry,Cookie,regular,1,3.5,3.5,,
10294,2024-04-06,08:15,ST002,Southbank,Melbourne,VIC,Australia,Hot Chocolate,Beverage,Chocolate,regular,1,5.0,5.0,,
10294,2024-04-06,08:15,ST002,Southbank,Melbourne,VIC,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10295,2024-04-06,12:00,ST011,Glenelg,Adelaide,SA,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,William Taylor,Gold
10295,2024-04-06,12:00,ST011,Glenelg,Adelaide,SA,Australia,Earl Grey,Tea,Black Tea,regular,2,4.0,8.0,William Taylor,Gold
10295,2024-04-06,12:00,ST011,Glenelg,Adelaide,SA,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,William Taylor,Gold
10296,2024-04-06,13:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Charlotte Jackson,Gold
10297,2024-04-07,08:45,ST008,West End,Brisbane,QLD,Australia,English Breakfast,Tea,Black Tea,regular,1,4.0,4.0,,
10297,2024-04-07,08:45,ST008,West End,Brisbane,QLD,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10297,2024-04-07,08:45,ST008,West End,Brisbane,QLD,Australia,Chicken Pesto Panini,Sandwich,Hot,regular,2,9.5,19.0,,
10298,2024-04-07,20:30,ST007,Queen St Mall,Brisbane,QLD,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,Oliver Wilson,Silver
10299,2024-04-07,09:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Earl Grey,Tea,Black Tea,regular,1,4.0,4.0,Sophia Miller,Gold
10299,2024-04-07,09:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Sophia Miller,Gold
10300,2024-04-07,08:45,ST002,Southbank,Melbourne,VIC,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10301,2024-04-07,20:30,ST002,Southbank,Melbourne,VIC,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10301,2024-04-07,20:30,ST002,Southbank,Melbourne,VIC,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,,
10302,2024-04-08,07:15,ST003,Fitzroy,Melbourne,VIC,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Oliver Wilson,Silver
10303,2024-04-08,08:15,ST005,Surry Hills,Sydney,NSW,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10304,2024-04-09,08:45,ST008,West End,Brisbane,QLD,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,William Taylor,Gold
10305,2024-04-09,09:00,ST003,Fitzroy,Melbourne,VIC,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Grace Lewis,Gold
10306,2024-04-10,08:30,ST011,Glenelg,Adelaide,SA,Australia,Chocolate Cookie,Pastry,Cookie,regular,1,3.5,3.5,Lily King,Silver
10306,2024-04-10,08:30,ST011,Glenelg,Adelaide,SA,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Lily King,Silver
10306,2024-04-10,08:30,ST011,Glenelg,Adelaide,SA,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,Lily King,Silver
10307,2024-04-10,19:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Charlotte Jackson,Gold
10307,2024-04-10,19:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Charlotte Jackson,Gold
10308,2024-04-10,07:15,ST005,Surry Hills,Sydney,NSW,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,Sam Wright,Gold
10309,2024-04-11,13:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Matcha Latte,Tea,Specialty Tea,regular,1,5.8,5.8,,
10309,2024-04-11,13:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10309,2024-04-11,13:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10310,2024-04-11,16:30,ST007,Queen St Mall,Brisbane,QLD,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Max Young,Bronze
10310,2024-04-11,16:30,ST007,Queen St Mall,Brisbane,QLD,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Max Young,Bronze
10311,2024-04-11,13:30,ST005,Surry Hills,Sydney,NSW,Australia,Green Tea,Tea,Green Tea,regular,1,4.0,4.0,Lily King,Silver
10312,2024-04-11,19:30,ST010,Adelaide Central,Adelaide,SA,Australia,Croissant,Pastry,Baked,regular,1,4.5,4.5,,
10312,2024-04-11,19:30,ST010,Adelaide Central,Adelaide,SA,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10313,2024-04-12,20:15,ST007,Queen St Mall,Brisbane,QLD,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10314,2024-04-12,13:00,ST006,Bondi,Sydney,NSW,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10315,2024-04-13,20:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10315,2024-04-13,20:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10316,2024-04-13,07:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,,
10317,2024-04-13,17:30,ST011,Glenelg,Adelaide,SA,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10317,2024-04-13,17:30,ST011,Glenelg,Adelaide,SA,Australia,Latte,Coffee,Milk Coffee,regular,2,4.8,9.6,,
10317,2024-04-13,17:30,ST011,Glenelg,Adelaide,SA,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10318,2024-04-13,08:15,ST002,Southbank,Melbourne,VIC,Australia,Flat White,Coffee,Milk Coffee,regular,2,4.8,9.6,,
10319,2024-04-13,15:00,ST011,Glenelg,Adelaide,SA,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,,
10320,2024-04-14,07:15,ST011,Glenelg,Adelaide,SA,Australia,Flat White Large,Coffee,Milk Coffee,large,2,5.5,11.0,Ethan White,Silver
10321,2024-04-14,07:15,ST002,Southbank,Melbourne,VIC,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Harper Thompson,Bronze
10322,2024-04-14,07:30,ST011,Glenelg,Adelaide,SA,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Chloe Walker,Bronze
10323,2024-04-14,12:00,ST001,CBD Flagship,Melbourne,VIC,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Grace Lewis,Gold
10324,2024-04-14,09:45,ST010,Adelaide Central,Adelaide,SA,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,,
10324,2024-04-14,09:45,ST010,Adelaide Central,Adelaide,SA,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10325,2024-04-15,14:45,ST004,George St,Sydney,NSW,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,Lily King,Silver
10325,2024-04-15,14:45,ST004,George St,Sydney,NSW,Australia,Sparkling Water,Beverage,Water,bottle,1,3.5,3.5,Lily King,Silver
10326,2024-04-15,16:00,ST012,Norwood,Adelaide,SA,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10327,2024-04-16,08:45,ST004,George St,Sydney,NSW,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10328,2024-04-16,13:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Latte Large,Coffee,Milk Coffee,large,2,5.5,11.0,Liam Johnson,Silver
10329,2024-04-16,09:15,ST004,George St,Sydney,NSW,Australia,Green Tea,Tea,Green Tea,regular,1,4.0,4.0,Lucas Thomas,Bronze
10330,2024-04-16,06:15,ST010,Adelaide Central,Adelaide,SA,Australia,Flat White,Coffee,Milk Coffee,regular,2,4.8,9.6,William Taylor,Gold
10331,2024-04-17,08:00,ST004,George St,Sydney,NSW,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10331,2024-04-17,08:00,ST004,George St,Sydney,NSW,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10331,2024-04-17,08:00,ST004,George St,Sydney,NSW,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,,
10332,2024-04-17,07:00,ST004,George St,Sydney,NSW,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10333,2024-04-17,08:30,ST003,Fitzroy,Melbourne,VIC,Australia,Chocolate Cookie,Pastry,Cookie,regular,1,3.5,3.5,,
10333,2024-04-17,08:30,ST003,Fitzroy,Melbourne,VIC,Australia,Green Tea,Tea,Green Tea,regular,1,4.0,4.0,,
10334,2024-04-17,07:30,ST003,Fitzroy,Melbourne,VIC,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,Max Young,Bronze
10335,2024-04-18,08:15,ST006,Bondi,Sydney,NSW,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,Liam Johnson,Silver
10336,2024-04-18,13:00,ST004,George St,Sydney,NSW,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10336,2024-04-18,13:00,ST004,George St,Sydney,NSW,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,,
10337,2024-04-18,06:45,ST010,Adelaide Central,Adelaide,SA,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,Chloe Walker,Bronze
10338,2024-04-18,07:30,ST008,West End,Brisbane,QLD,Australia,Banana Bread,Pastry,Bread,slice,1,5.0,5.0,,
10339,2024-04-19,11:15,ST009,Fortitude Valley,Brisbane,QLD,Australia,Orange Juice,Beverage,Juice,regular,1,5.5,5.5,,
10340,2024-04-19,13:30,ST002,Southbank,Melbourne,VIC,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,Ruby Scott,Bronze
10340,2024-04-19,13:30,ST002,Southbank,Melbourne,VIC,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,Ruby Scott,Bronze
10341,2024-04-20,16:30,ST004,George St,Sydney,NSW,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Noah Brown,Gold
10342,2024-04-20,15:30,ST006,Bondi,Sydney,NSW,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10343,2024-04-20,07:15,ST004,George St,Sydney,NSW,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,Ruby Scott,Bronze
10344,2024-04-20,08:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Ham & Cheese Toastie,Sandwich,Hot,regular,2,8.5,17.0,,
10344,2024-04-20,08:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10344,2024-04-20,08:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10345,2024-04-20,14:45,ST003,Fitzroy,Melbourne,VIC,Australia,Flat White Large,Coffee,Milk Coffee,large,2,5.5,11.0,Emma Smith,Gold
10345,2024-04-20,14:45,ST003,Fitzroy,Melbourne,VIC,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,Emma Smith,Gold
10345,2024-04-20,14:45,ST003,Fitzroy,Melbourne,VIC,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,Emma Smith,Gold
10346,2024-04-21,08:30,ST011,Glenelg,Adelaide,SA,Australia,Blueberry Muffin,Pastry,Muffin,regular,1,4.8,4.8,,
10347,2024-04-21,13:00,ST001,CBD Flagship,Melbourne,VIC,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10347,2024-04-21,13:00,ST001,CBD Flagship,Melbourne,VIC,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10348,2024-04-22,14:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Oliver Wilson,Silver
10349,2024-04-22,07:45,ST009,Fortitude Valley,Brisbane,QLD,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,Charlotte Jackson,Gold
10350,2024-04-22,13:00,ST004,George St,Sydney,NSW,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10351,2024-04-23,15:45,ST011,Glenelg,Adelaide,SA,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Grace Lewis,Gold
10352,2024-04-23,07:00,ST006,Bondi,Sydney,NSW,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,Isabella Anderson,Silver
10353,2024-04-24,12:15,ST004,George St,Sydney,NSW,Australia,Flat White,Coffee,Milk Coffee,regular,2,4.8,9.6,Chloe Walker,Bronze
10353,2024-04-24,12:15,ST004,George St,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Chloe Walker,Bronze
10354,2024-04-24,08:45,ST006,Bondi,Sydney,NSW,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,,
10355,2024-04-24,09:15,ST002,Southbank,Melbourne,VIC,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10356,2024-04-25,18:15,ST008,West End,Brisbane,QLD,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,Lily King,Silver
10356,2024-04-25,18:15,ST008,West End,Brisbane,QLD,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Lily King,Silver
10357,2024-04-25,10:00,ST006,Bondi,Sydney,NSW,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10357,2024-04-25,10:00,ST006,Bondi,Sydney,NSW,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10357,2024-04-25,10:00,ST006,Bondi,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10358,2024-04-26,09:00,ST005,Surry Hills,Sydney,NSW,Australia,Veggie Wrap,Sandwich,Cold,regular,1,8.0,8.0,,
10358,2024-04-26,09:00,ST005,Surry Hills,Sydney,NSW,Australia,Chicken Pesto Panini,Sandwich,Hot,regular,2,9.5,19.0,,
10358,2024-04-26,09:00,ST005,Surry Hills,Sydney,NSW,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10359,2024-04-26,07:30,ST011,Glenelg,Adelaide,SA,Australia,Latte Large,Coffee,Milk Coffee,large,2,5.5,11.0,,
10359,2024-04-26,07:30,ST011,Glenelg,Adelaide,SA,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10360,2024-04-27,07:45,ST006,Bondi,Sydney,NSW,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,,
10361,2024-04-27,19:00,ST004,George St,Sydney,NSW,Australia,Ham & Cheese Toastie,Sandwich,Hot,regular,1,8.5,8.5,,
10361,2024-04-27,19:00,ST004,George St,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10362,2024-04-27,13:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Sparkling Water,Beverage,Water,bottle,1,3.5,3.5,Emma Smith,Gold
10363,2024-04-27,06:00,ST011,Glenelg,Adelaide,SA,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,Aiden Clark,Bronze
10363,2024-04-27,06:00,ST011,Glenelg,Adelaide,SA,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Aiden Clark,Bronze
10363,2024-04-27,06:00,ST011,Glenelg,Adelaide,SA,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Aiden Clark,Bronze
10364,2024-04-27,16:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Flat White,Coffee,Milk Coffee,regular,2,4.8,9.6,,
10364,2024-04-27,16:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10365,2024-04-28,10:30,ST010,Adelaide Central,Adelaide,SA,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10366,2024-04-28,08:30,ST007,Queen St Mall,Brisbane,QLD,Australia,Chocolate Cookie,Pastry,Cookie,regular,1,3.5,3.5,Lucas Thomas,Bronze
10367,2024-04-28,10:15,ST003,Fitzroy,Melbourne,VIC,Australia,Croissant,Pastry,Baked,regular,1,4.5,4.5,James Davis,Bronze
10368,2024-04-29,14:15,ST004,George St,Sydney,NSW,Australia,Banana Bread,Pastry,Bread,slice,1,5.0,5.0,Charlotte Jackson,Gold
10368,2024-04-29,14:15,ST004,George St,Sydney,NSW,Australia,Long Black,Coffee,Black Coffee,regular,2,4.2,8.4,Charlotte Jackson,Gold
10368,2024-04-29,14:15,ST004,George St,Sydney,NSW,Australia,Flat White,Coffee,Milk Coffee,regular,2,4.8,9.6,Charlotte Jackson,Gold
10369,2024-04-29,06:45,ST009,Fortitude Valley,Brisbane,QLD,Australia,Chocolate Cookie,Pastry,Cookie,regular,1,3.5,3.5,Oliver Wilson,Silver
10369,2024-04-29,06:45,ST009,Fortitude Valley,Brisbane,QLD,Australia,Flat White,Coffee,Milk Coffee,regular,2,4.8,9.6,Oliver Wilson,Silver
10369,2024-04-29,06:45,ST009,Fortitude Valley,Brisbane,QLD,Australia,Double Espresso,Coffee,Espresso,double,2,4.5,9.0,Oliver Wilson,Silver
10370,2024-04-30,17:45,ST004,George St,Sydney,NSW,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10371,2024-04-30,14:00,ST004,George St,Sydney,NSW,Australia,English Breakfast,Tea,Black Tea,regular,1,4.0,4.0,,
10371,2024-04-30,14:00,ST004,George St,Sydney,NSW,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,,
10372,2024-04-30,07:00,ST006,Bondi,Sydney,NSW,Australia,Earl Grey,Tea,Black Tea,regular,1,4.0,4.0,,
10373,2024-04-30,15:15,ST008,West End,Brisbane,QLD,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Sam Wright,Gold
10373,2024-04-30,15:15,ST008,West End,Brisbane,QLD,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Sam Wright,Gold
10373,2024-04-30,15:15,ST008,West End,Brisbane,QLD,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,Sam Wright,Gold
10374,2024-05-01,14:15,ST004,George St,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10375,2024-05-01,08:30,ST010,Adelaide Central,Adelaide,SA,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10375,2024-05-01,08:30,ST010,Adelaide Central,Adelaide,SA,Australia,Chocolate Cookie,Pastry,Cookie,regular,1,3.5,3.5,,
10376,2024-05-02,16:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Long Black,Coffee,Black Coffee,regular,2,4.2,8.4,,
10377,2024-05-02,12:30,ST010,Adelaide Central,Adelaide,SA,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10377,2024-05-02,12:30,ST010,Adelaide Central,Adelaide,SA,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10377,2024-05-02,12:30,ST010,Adelaide Central,Adelaide,SA,Australia,Croissant,Pastry,Baked,regular,1,4.5,4.5,,
10378,2024-05-03,06:15,ST006,Bondi,Sydney,NSW,Australia,Earl Grey,Tea,Black Tea,regular,1,4.0,4.0,,
10378,2024-05-03,06:15,ST006,Bondi,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10379,2024-05-03,19:00,ST010,Adelaide Central,Adelaide,SA,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10379,2024-05-03,19:00,ST010,Adelaide Central,Adelaide,SA,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10380,2024-05-03,17:30,ST012,Norwood,Adelaide,SA,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10380,2024-05-03,17:30,ST012,Norwood,Adelaide,SA,Australia,Chai Latte,Tea,Specialty Tea,regular,2,5.2,10.4,,
10380,2024-05-03,17:30,ST012,Norwood,Adelaide,SA,Australia,Banana Bread,Pastry,Bread,slice,1,5.0,5.0,,
10381,2024-05-04,12:15,ST005,Surry Hills,Sydney,NSW,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Aiden Clark,Bronze
10381,2024-05-04,12:15,ST005,Surry Hills,Sydney,NSW,Australia,Chocolate Cookie,Pastry,Cookie,regular,1,3.5,3.5,Aiden Clark,Bronze
10382,2024-05-04,20:00,ST010,Adelaide Central,Adelaide,SA,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10383,2024-05-04,14:15,ST002,Southbank,Melbourne,VIC,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Ella Robinson,Silver
10383,2024-05-04,14:15,ST002,Southbank,Melbourne,VIC,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,Ella Robinson,Silver
10383,2024-05-04,14:15,ST002,Southbank,Melbourne,VIC,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,Ella Robinson,Silver
10384,2024-05-05,13:30,ST002,Southbank,Melbourne,VIC,Australia,Hot Chocolate,Beverage,Chocolate,regular,1,5.0,5.0,,
10384,2024-05-05,13:30,ST002,Southbank,Melbourne,VIC,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,2,10.0,20.0,,
10384,2024-05-05,13:30,ST002,Southbank,Melbourne,VIC,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10385,2024-05-05,08:00,ST009,Fortitude Valley,Brisbane,QLD,Australia,Cold Brew,Coffee,Cold Coffee,large,2,5.8,11.6,,
10385,2024-05-05,08:00,ST009,Fortitude Valley,Brisbane,QLD,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10385,2024-05-05,08:00,ST009,Fortitude Valley,Brisbane,QLD,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10386,2024-05-06,07:45,ST010,Adelaide Central,Adelaide,SA,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10387,2024-05-06,08:30,ST003,Fitzroy,Melbourne,VIC,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10388,2024-05-06,11:00,ST004,George St,Sydney,NSW,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Lily King,Silver
10389,2024-05-06,07:30,ST012,Norwood,Adelaide,SA,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Isabella Anderson,Silver
10390,2024-05-07,13:15,ST004,George St,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10390,2024-05-07,13:15,ST004,George St,Sydney,NSW,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10391,2024-05-07,07:30,ST006,Bondi,Sydney,NSW,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,Jack Martin,Silver
10392,2024-05-08,09:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10393,2024-05-08,18:30,ST008,West End,Brisbane,QLD,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10393,2024-05-08,18:30,ST008,West End,Brisbane,QLD,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10394,2024-05-08,07:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Iced Latte,Coffee,Cold Coffee,large,2,6.0,12.0,,
10394,2024-05-08,07:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10395,2024-05-09,08:15,ST012,Norwood,Adelaide,SA,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
